"","hgnc_symbol","description"
"ENSG00000246877","DNM1P35","dynamin 1 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:35182]"
"ENSG00000246898","LINC00920","long intergenic non-protein coding RNA 920 [Source:HGNC Symbol;Acc:HGNC:48611]"
"ENSG00000246922","UBAP1L","ubiquitin associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:40028]"
"ENSG00000247092","SNHG10","small nucleolar RNA host gene 10 [Source:HGNC Symbol;Acc:HGNC:27510]"
"ENSG00000247240","UBL7-DT","UBL7 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48614]"
"ENSG00000247287","PRKCH-AS1","PRKCH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55588]"
"ENSG00000247400","DNAJC3-DT","DNAJC3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:39808]"
"ENSG00000247556","OIP5-AS1","OIP5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43563]"
"ENSG00000247728","ARHGAP11B-DT","ARHGAP11B divergent transcript [Source:HGNC Symbol;Acc:HGNC:55586]"
"ENSG00000247735","KCTD13-DT","KCTD13 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55585]"
"ENSG00000247809","NR2F2-AS1","NR2F2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44222]"
"ENSG00000247970","","novel transcript"
"ENSG00000247982","LINC00926","long intergenic non-protein coding RNA 926 [Source:HGNC Symbol;Acc:HGNC:27514]"
"ENSG00000248079","DPH6-DT","DPH6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44147]"
"ENSG00000248334","WHAMMP2","WHAMM pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32360]"
"ENSG00000248415","GAPDHP61","glyceraldehyde 3 phosphate dehydrogenase pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:4155]"
"ENSG00000248441","LETR1","lymphatic endothelial transcriptional regulator lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:49597]"
"ENSG00000248508","SRP14-DT","SRP14 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48619]"
"ENSG00000248905","FMN1","formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]"
"ENSG00000249839","","histidine acid phosphatase domain containing 2A (HISPPD2A) pseudogene"
"ENSG00000249931","GOLGA8K","golgin A8 family member K [Source:HGNC Symbol;Acc:HGNC:38652]"
"ENSG00000249961","TERB1","telomere repeat binding bouquet formation protein 1 [Source:HGNC Symbol;Acc:HGNC:26675]"
"ENSG00000250130","GAPDHP43","glyceraldehyde 3 phosphate dehydrogenase pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:37800]"
"ENSG00000250251","PKD1P6","polycystin 1, transient receptor potential channel interacting pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:30070]"
"ENSG00000250282","","novel transcript, antisense to PDK2"
"ENSG00000250286","","novel transcript, antisense to EPN3"
"ENSG00000250365","HEATR5A-DT","HEATR5A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55552]"
"ENSG00000250506","CDK3","cyclin dependent kinase 3 [Source:HGNC Symbol;Acc:HGNC:1772]"
"ENSG00000250548","LINC01303","long intergenic non-protein coding RNA 1303 [Source:HGNC Symbol;Acc:HGNC:50470]"
"ENSG00000250616","YPEL3-DT","YPEL3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55547]"
"ENSG00000250878","METTL21EP","methyltransferase like 21E, pseudogene [Source:HGNC Symbol;Acc:HGNC:41948]"
"ENSG00000250988","SNHG21","small nucleolar RNA host gene 21 [Source:HGNC Symbol;Acc:HGNC:50284]"
"ENSG00000251161","","novel transcript"
"ENSG00000251209","LINC00923","long intergenic non-protein coding RNA 923 [Source:HGNC Symbol;Acc:HGNC:28088]"
"ENSG00000251393","","novel transcript, antisense to NUMB and HEATR4"
"ENSG00000251417","","novel transcript"
"ENSG00000251602","MTA1-DT","MTA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56032]"
"ENSG00000251819","RNU6-322P","RNA, U6 small nuclear 322, pseudogene [Source:HGNC Symbol;Acc:HGNC:47285]"
"ENSG00000252061","RNU6-415P","RNA, U6 small nuclear 415, pseudogene [Source:HGNC Symbol;Acc:HGNC:47378]"
"ENSG00000252274","",""
"ENSG00000252311","RNU1-103P","RNA, U1 small nuclear 103, pseudogene [Source:HGNC Symbol;Acc:HGNC:48445]"
"ENSG00000252614","RNU6-807P","RNA, U6 small nuclear 807, pseudogene [Source:HGNC Symbol;Acc:HGNC:47770]"
"ENSG00000252835","SCARNA21","small Cajal body-specific RNA 21 [Source:HGNC Symbol;Acc:HGNC:32579]"
"ENSG00000253030","MIR2116","microRNA 2116 [Source:HGNC Symbol;Acc:HGNC:37310]"
"ENSG00000253347","","novel transcript"
"ENSG00000253506","NACA2","nascent polypeptide associated complex subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:23290]"
"ENSG00000253710","ALG11","ALG11 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:32456]"
"ENSG00000253954","HMGN1P38","high mobility group nucleosome binding domain 1 pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:39422]"
"ENSG00000254206","NPIPB11","nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]"
"ENSG00000254505","CHMP4A","charged multivesicular body protein 4A [Source:HGNC Symbol;Acc:HGNC:20274]"
"ENSG00000254634","SMG1P6","SMG1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:49863]"
"ENSG00000254656","RTL1","retrotransposon Gag like 1 [Source:HGNC Symbol;Acc:HGNC:14665]"
"ENSG00000254681","PKD1P5","polycystin 1, transient receptor potential channel interacting pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30069]"
"ENSG00000254718","","novel transcript, antisense to  PPM1A"
"ENSG00000254788","CKLF-CMTM1","CKLF-CMTM1 readthrough [Source:HGNC Symbol;Acc:HGNC:39977]"
"ENSG00000254793","FDPSP4","farnesyl diphosphate synthase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:3635]"
"ENSG00000254852","NPIPA2","nuclear pore complex interacting protein family member A2 [Source:HGNC Symbol;Acc:HGNC:41979]"
"ENSG00000255198","SNHG9","small nucleolar RNA host gene 9 [Source:HGNC Symbol;Acc:HGNC:33102]"
"ENSG00000255277","ABCC6P2","ATP binding cassette subfamily C member 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33353]"
"ENSG00000255302","EID1","EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]"
"ENSG00000255524","NPIPB8","nuclear pore complex interacting protein family member B8 [Source:HGNC Symbol;Acc:HGNC:37490]"
"ENSG00000255529","POLR2M","RNA polymerase II subunit M [Source:HGNC Symbol;Acc:HGNC:14862]"
"ENSG00000255874","PRECSIT","p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript [Source:HGNC Symbol;Acc:HGNC:27492]"
"ENSG00000256053","COA8","cytochrome c oxidase assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:20492]"
"ENSG00000256061","DNAAF4","dynein axonemal assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21493]"
"ENSG00000256278","","novel transcript, antisense to ZSCAN2"
"ENSG00000256338","RPL41P2","ribosomal protein L41 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10357]"
"ENSG00000256357","","novel transcript, antisense to SERPINA9"
"ENSG00000256525","POLG2","DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]"
"ENSG00000256802","LCIIAR","lung cancer immune cell infiltration associated lncRNA [Source:HGNC Symbol;Acc:HGNC:56346]"
"ENSG00000256806","C17orf100","chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]"
"ENSG00000257008","GPR142","G protein-coupled receptor 142 [Source:HGNC Symbol;Acc:HGNC:20088]"
"ENSG00000257017","HP","haptoglobin [Source:HGNC Symbol;Acc:HGNC:5141]"
"ENSG00000257108","NHLRC4","NHL repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26700]"
"ENSG00000257179","HMGN2P6","high mobility group nucleosomal binding domain 2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:33574]"
"ENSG00000257185","LINC02293","long intergenic non-protein coding RNA 2293 [Source:HGNC Symbol;Acc:HGNC:53209]"
"ENSG00000257270","","novel transcript, antisense to MTA1"
"ENSG00000257285","PRMT5-DT","PRMT5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55482]"
"ENSG00000257307","","RNA-binding protein EWS (EWSR1) pseudogene"
"ENSG00000257365","FNTB","farnesyltransferase, CAAX box, subunit beta [Source:HGNC Symbol;Acc:HGNC:3785]"
"ENSG00000257556","LINC02298","long intergenic non-protein coding RNA 2298 [Source:HGNC Symbol;Acc:HGNC:53216]"
"ENSG00000257621","PSMA3-AS1","PSMA3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26445]"
"ENSG00000257831","","novel transcript, antisense to HEATR5A"
"ENSG00000257842","NOVA1-DT","NOVA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:19827]"
"ENSG00000257845","LINC02294","long intergenic non-protein coding RNA 2294 [Source:HGNC Symbol;Acc:HGNC:53210]"
"ENSG00000257884","","ubiquitin specific peptidase 10 (USP10) pseudogene"
"ENSG00000257949","TEN1","TEN1 subunit of CST complex [Source:HGNC Symbol;Acc:HGNC:37242]"
"ENSG00000257950","P2RX5-TAX1BP3","P2RX5-TAX1BP3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49191]"
"ENSG00000257957","QRSL1P3","QRSL1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43669]"
"ENSG00000258289","CHURC1","churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]"
"ENSG00000258314","","novel transcript"
"ENSG00000258315","C17orf49","chromosome 17 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28737]"
"ENSG00000258354","","microRNA 3180-1"
"ENSG00000258376","PAPLN-AS1","PAPLN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55451]"
"ENSG00000258378","","novel transcript, antisense to TIMM9"
"ENSG00000258380","","novel transcript, antisense to FOXN3"
"ENSG00000258384","RCCD1-AS1","RCCD1 and UNC45A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54811]"
"ENSG00000258390","LINC02318","long intergenic non-protein coding RNA 2318 [Source:HGNC Symbol;Acc:HGNC:53237]"
"ENSG00000258413","FBXO34-AS1","FBXO34 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55450]"
"ENSG00000258416","","novel transcript"
"ENSG00000258424","","novel transcript, antisense to CALM1"
"ENSG00000258427","RMB8AP1","RBM8A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13426]"
"ENSG00000258428","","novel transcript, antisense to C14orf101"
"ENSG00000258429","PDF","peptide deformylase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30012]"
"ENSG00000258441","LINC00641","long intergenic non-protein coding RNA 641 [Source:HGNC Symbol;Acc:HGNC:27511]"
"ENSG00000258445","MAD2L1P1","mitotic arrest deficient 2 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20019]"
"ENSG00000258446","","COX assembly mitochondrial protein homolog (S. cerevisiae) (CMC1) pseudogene"
"ENSG00000258450","","novel transcript"
"ENSG00000258454","","novel transcript, sense overlapping GPATCH2L"
"ENSG00000258457","AJUBA-DT","AJUBA divergent transcript [Source:HGNC Symbol;Acc:HGNC:55449]"
"ENSG00000258458","OXA1L-DT","OXA1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:55448]"
"ENSG00000258460","","novel transcript"
"ENSG00000258461","","novel transcript"
"ENSG00000258466","","novel protein"
"ENSG00000258469","CHMP4BP1","charged multivesicular body protein 4B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43616]"
"ENSG00000258471","","novel transcript, antisense to SLC39A2"
"ENSG00000258477","PPIAP6","peptidylprolyl isomerase A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:20028]"
"ENSG00000258479","LINC00640","long intergenic non-protein coding RNA 640 [Source:HGNC Symbol;Acc:HGNC:44291]"
"ENSG00000258498","DIO3OS","DIO3 opposite strand upstream RNA [Source:HGNC Symbol;Acc:HGNC:20348]"
"ENSG00000258500","","high mobility group nucleosome binding domain 1 (HMGN1) pseudogene"
"ENSG00000258501","EIF3LP1","eukaryotic translation initiation factor 3 subunit L pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20010]"
"ENSG00000258509","","DET1 and DDB1 associated 1 (DDA1) pseudogene"
"ENSG00000258512","LINC00239","long intergenic non-protein coding RNA 239 [Source:HGNC Symbol;Acc:HGNC:20119]"
"ENSG00000258515","","novel transcript, antisense to OSGEP"
"ENSG00000258520","","novel transcript"
"ENSG00000258521","","novel transcript, antisense to WARS"
"ENSG00000258524","NT5CP1","5',3'-nucleotidase, cytosolic pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20046]"
"ENSG00000258525","","novel transcript, antisense to COCH"
"ENSG00000258526","","novel transcript"
"ENSG00000258527","ASB9P1","ankyrin repeat and SOCS box containing 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20972]"
"ENSG00000258534","","novel transcript"
"ENSG00000258537","FRMD6-AS2","FRMD6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43637]"
"ENSG00000258553","PCNX4-DT","PCNX4 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55447]"
"ENSG00000258556","LINC02322","long intergenic non-protein coding RNA 2322 [Source:HGNC Symbol;Acc:HGNC:53241]"
"ENSG00000258559","","novel transcript, sense overlapping ABCD4"
"ENSG00000258561","","novel transcript"
"ENSG00000258568","RHOQP1","ras homolog family member Q pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20003]"
"ENSG00000258572","SYNE3-AS1","SYNE3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56940]"
"ENSG00000258581","","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa (NDUFB3) pseudogene"
"ENSG00000258583","LINC01500","long intergenic non-protein coding RNA 1500 [Source:HGNC Symbol;Acc:HGNC:51166]"
"ENSG00000258593","","novel transcript, antisense to KIAA0284"
"ENSG00000258599","","coiled-coil domain containing 107 (CCDC107) pseudogene"
"ENSG00000258602","LINC01629","long intergenic non-protein coding RNA 1629 [Source:HGNC Symbol;Acc:HGNC:52260]"
"ENSG00000258603","","novel transcript, antisense to ACOT6"
"ENSG00000258604","","novel transcript"
"ENSG00000258605","DYNLL1P2","dynein light chain LC8-type 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20724]"
"ENSG00000258608","DNAJC19P9","DnaJ heat shock protein family (Hsp40) member C19 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:45072]"
"ENSG00000258623","","novel transcript, antisense to RAD51L1"
"ENSG00000258626","COX7A2P1","cytochrome c oxidase subunit 7A2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20006]"
"ENSG00000258630","LINC02292","long intergenic non-protein coding RNA 2292 [Source:HGNC Symbol;Acc:HGNC:53208]"
"ENSG00000258633","RRAGAP1-AS1","RRAGAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55445]"
"ENSG00000258636","LRFN5-DT","LRFN5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55444]"
"ENSG00000258643","BCL2L2-PABPN1","BCL2L2-PABPN1 readthrough [Source:HGNC Symbol;Acc:HGNC:42959]"
"ENSG00000258645","HSPE1P2","heat shock protein family E (Hsp10) member 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20052]"
"ENSG00000258646","","novel transcript, antisense to EIF2B2"
"ENSG00000258651","SEC23A-AS1","SEC23A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53213]"
"ENSG00000258655","ARHGAP5-AS1","ARHGAP5 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:20279]"
"ENSG00000258658","TOMM20L-DT","TOMM20L divergent transcript [Source:HGNC Symbol;Acc:HGNC:55443]"
"ENSG00000258661","","novel transcript, antisense to PAX9"
"ENSG00000258667","HIF1A-AS3","HIF1A antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:54284]"
"ENSG00000258682","","novel transcript, sense overlapping PSMA3"
"ENSG00000258695","","novel transcript, antisense to HEATR4"
"ENSG00000258700","LINC00871","long intergenic non-protein coding RNA 871 [Source:HGNC Symbol;Acc:HGNC:47038]"
"ENSG00000258701","VESTAR","VEGFC mRNA stability associated lncRNA [Source:HGNC Symbol;Acc:HGNC:28325]"
"ENSG00000258708","SLC25A21-AS1","SLC25A21 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44298]"
"ENSG00000258717","","novel transcript"
"ENSG00000258725","PRC1-AS1","PRC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48587]"
"ENSG00000258727","AP1G2-AS1","AP1G2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55442]"
"ENSG00000258731","DDHD1-DT","DDHD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55441]"
"ENSG00000258733","LINC02328","long intergenic non-protein coding RNA 2328 [Source:HGNC Symbol;Acc:HGNC:53248]"
"ENSG00000258734","","transmembrane protein 98 (TMEM98) pseudogene"
"ENSG00000258735","PPP1R13B-DT","PPP1R13B divergent transcript [Source:HGNC Symbol;Acc:HGNC:27069]"
"ENSG00000258736","","novel transcript"
"ENSG00000258738","BAZ1A-AS1","BAZ1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55440]"
"ENSG00000258740","","novel transcript"
"ENSG00000258744","","novel transcript, antisense to CMA1"
"ENSG00000258752","","novel transcript, antisense to FOXN3"
"ENSG00000258759","","DnaJ (Hsp40) homolog, subfamily C, member 9 (DNAJC9) pseudogene"
"ENSG00000258768","","novel transcript"
"ENSG00000258769","RAP1AP","RAP1A, member of RAS oncogene family pseudogene [Source:HGNC Symbol;Acc:HGNC:9856]"
"ENSG00000258788","CKS1BP1","CDC28 protein kinase regulatory subunit 1B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20004]"
"ENSG00000258789","","novel transcript, antisense to PTPN21"
"ENSG00000258790","","novel transcript"
"ENSG00000258793","","novel transcript, antisense to BDKRB1"
"ENSG00000258798","CCDC88C-DT","CCDC88C divergent transcript [Source:HGNC Symbol;Acc:HGNC:55438]"
"ENSG00000258811","","novel transcript"
"ENSG00000258813","RBM25-AS1","RBM25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55437]"
"ENSG00000258818","RNASE4","ribonuclease A family member 4 [Source:HGNC Symbol;Acc:HGNC:10047]"
"ENSG00000258824","","novel transcript"
"ENSG00000258839","MC1R","melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]"
"ENSG00000258851","","novel transcript, antisense to BAG5"
"ENSG00000258853","","novel transcript"
"ENSG00000258857","","novel transcript"
"ENSG00000258867","HISLA","HIF1A stabilizing long noncoding RNA [Source:HGNC Symbol;Acc:HGNC:49467]"
"ENSG00000258884","LINC02321","long intergenic non-protein coding RNA 2321 [Source:HGNC Symbol;Acc:HGNC:53240]"
"ENSG00000258890","CEP95","centrosomal protein 95 [Source:HGNC Symbol;Acc:HGNC:25141]"
"ENSG00000258891","","novel transcript, antisense to ZNF410"
"ENSG00000258895","","poly(A) binding protein, cytoplasmic 1 (PABPC1) pseudogene"
"ENSG00000258896","SCOCP1","short coiled-coil protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20339]"
"ENSG00000258897","EGLN3-AS1","EGLN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49077]"
"ENSG00000258902","","novel transcript"
"ENSG00000258904","","novel transcript, intronic to YY1"
"ENSG00000258920","FOXN3-AS1","FOXN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44290]"
"ENSG00000258926","","novel transcript, antisense to PRKCH"
"ENSG00000258938","","novel transcript, antisense to BRMS1L"
"ENSG00000258940","MIA2-AS1","MIA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55436]"
"ENSG00000258944","","novel transcript, antisense to PAPLN"
"ENSG00000258947","TUBB3","tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]"
"ENSG00000258957","GALNT16-AS1","GALNT16 and EXD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55435]"
"ENSG00000258976","","novel transcript"
"ENSG00000258982","YY1-DT","YY1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56936]"
"ENSG00000258983","","novel transcript, antisense to PTPN21"
"ENSG00000258987","","novel transcript, antisense to ASB2"
"ENSG00000258988","SF3B4P1","splicing factor 3b, subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19821]"
"ENSG00000259005","","novel transcript"
"ENSG00000259010","NUP50P1","nucleoporin 50 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20025]"
"ENSG00000259015","","chromosome 17 open reading frame 98 (C17orf98) pseudogene"
"ENSG00000259020","","prothymosin, alpha (PTMA) pseudogene"
"ENSG00000259022","DNAJC8P1","DNAJC8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19928]"
"ENSG00000259024","TVP23C-CDRT4","TVP23C-CDRT4 readthrough [Source:HGNC Symbol;Acc:HGNC:42961]"
"ENSG00000259032","ENSAP2","endosulfine alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20011]"
"ENSG00000259033","","novel transcript"
"ENSG00000259045","MTCO1P2","MT-CO1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19932]"
"ENSG00000259051","HNRNPUP1","heterogeneous nuclear ribonucleoprotein U pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19931]"
"ENSG00000259062","ACTN1-DT","ACTN1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:20131]"
"ENSG00000259065","MIDEAS-AS1","MIDEAS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56194]"
"ENSG00000259066","","novel protein"
"ENSG00000259081","","novel transcript"
"ENSG00000259083","PNN-AS1","PNN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55974]"
"ENSG00000259086","KIAA1143P1","KIAA1143 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54591]"
"ENSG00000259087","","novel transcript"
"ENSG00000259088","","novel transcript, antisense to PPP2R5C"
"ENSG00000259093","","novel transcript"
"ENSG00000259106","","novel transcript, antisense to NRXN3"
"ENSG00000259116","HSPA2-AS1","HSPA2 and ZBTB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55433]"
"ENSG00000259118","","novel transcript, antisense to MAX"
"ENSG00000259120","SMIM6","small integral membrane protein 6 [Source:HGNC Symbol;Acc:HGNC:40032]"
"ENSG00000259129","LINC00648","long intergenic non-protein coding RNA 648 [Source:HGNC Symbol;Acc:HGNC:44302]"
"ENSG00000259130","","novel transcript"
"ENSG00000259137","","chromosome 11 open reading frame 58 (C11orf58) pseudogene"
"ENSG00000259138","","novel transcript, antisense to NEK9 and TMED10"
"ENSG00000259146","SIPA1L1-AS1","SIPA1L1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55432]"
"ENSG00000259151","CAP2P1","cyclase associated actin cytoskeleton regulatory protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20142]"
"ENSG00000259153","MAP3K9-DT","MAP3K9 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53189]"
"ENSG00000259155","STK16P1","serine/threonine kinase 16 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19283]"
"ENSG00000259165","DDX18P1","DEAD-box helicase 18 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20007]"
"ENSG00000259169","GNRHR2P1","GNRHR2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39424]"
"ENSG00000259172","SNRPA1-DT","SNRPA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55431]"
"ENSG00000259181","","novel transcript"
"ENSG00000259191","","fumarylacetoacetate hydrolase domain containing 1 (FAHD1) pseudogene"
"ENSG00000259192","","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 (CTDSP2) pseudogene"
"ENSG00000259203","","novel transcript"
"ENSG00000259205","PRKXP1","PRKX pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9442]"
