"","mgi_symbol","description"
"ENSMUSG00000056459","Zbtb25","zinc finger and BTB domain containing 25 [Source:MGI Symbol;Acc:MGI:99197]"
"ENSMUSG00000056508","1700001K19Rik","RIKEN cDNA 1700001K19 gene [Source:MGI Symbol;Acc:MGI:1913573]"
"ENSMUSG00000056579","Tug1","taurine upregulated gene 1 [Source:MGI Symbol;Acc:MGI:2144114]"
"ENSMUSG00000056598","Drc3","dynein regulatory complex subunit 3 [Source:MGI Symbol;Acc:MGI:1921915]"
"ENSMUSG00000056648","Hoxb8","homeobox B8 [Source:MGI Symbol;Acc:MGI:96189]"
"ENSMUSG00000056687","Gm11696","predicted gene 11696 [Source:MGI Symbol;Acc:MGI:3701776]"
"ENSMUSG00000056724","Nbeal2","neurobeachin-like 2 [Source:MGI Symbol;Acc:MGI:2448554]"
"ENSMUSG00000056749","Nfil3","nuclear factor, interleukin 3, regulated [Source:MGI Symbol;Acc:MGI:109495]"
"ENSMUSG00000056752","Dnah9","dynein, axonemal, heavy chain 9 [Source:MGI Symbol;Acc:MGI:1289279]"
"ENSMUSG00000056770","Setd3","SET domain containing 3 [Source:MGI Symbol;Acc:MGI:1289184]"
"ENSMUSG00000056895","H2bc27","H2B clustered histone 27 [Source:MGI Symbol;Acc:MGI:1925553]"
"ENSMUSG00000056899","Immp2l","IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2135611]"
"ENSMUSG00000056904","Gm5620","predicted gene 5620 [Source:MGI Symbol;Acc:MGI:3647798]"
"ENSMUSG00000056919","Cep162","centrosomal protein 162 [Source:MGI Symbol;Acc:MGI:1925343]"
"ENSMUSG00000056938","Acbd4","acyl-Coenzyme A binding domain containing 4 [Source:MGI Symbol;Acc:MGI:1914381]"
"ENSMUSG00000056962","Jmjd6","jumonji domain containing 6 [Source:MGI Symbol;Acc:MGI:1858910]"
"ENSMUSG00000056987","Garin2","golgi associated RAB2 interactor 2 [Source:MGI Symbol;Acc:MGI:1918147]"
"ENSMUSG00000057054","Inca1","inhibitor of CDK, cyclin A1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2144284]"
"ENSMUSG00000057058","Skap1","src family associated phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1925723]"
"ENSMUSG00000057069","Ero1b","endoplasmic reticulum oxidoreductase 1 beta [Source:MGI Symbol;Acc:MGI:1914725]"
"ENSMUSG00000057113","Npm1","nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]"
"ENSMUSG00000057160","Gm16372","predicted pseudogene 16372 [Source:MGI Symbol;Acc:MGI:3648102]"
"ENSMUSG00000057181","5730455P16Rik","RIKEN cDNA 5730455P16 gene [Source:MGI Symbol;Acc:MGI:1917841]"
"ENSMUSG00000057191","AB124611","cDNA sequence AB124611 [Source:MGI Symbol;Acc:MGI:3043001]"
"ENSMUSG00000057193","Slc44a2","solute carrier family 44, member 2 [Source:MGI Symbol;Acc:MGI:1915932]"
"ENSMUSG00000057219","Armc7","armadillo repeat containing 7 [Source:MGI Symbol;Acc:MGI:2679719]"
"ENSMUSG00000057265","Bbof1","basal body orientation factor 1 [Source:MGI Symbol;Acc:MGI:1920123]"
"ENSMUSG00000057286","St6galnac2","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:107553]"
"ENSMUSG00000057322","Rpl38","ribosomal protein L38 [Source:MGI Symbol;Acc:MGI:1914921]"
"ENSMUSG00000057367","Birc2","baculoviral IAP repeat-containing 2 [Source:MGI Symbol;Acc:MGI:1197009]"
"ENSMUSG00000057396","Zfp759","zinc finger protein 759 [Source:MGI Symbol;Acc:MGI:2446280]"
"ENSMUSG00000057522","Spop","speckle-type BTB/POZ protein [Source:MGI Symbol;Acc:MGI:1343085]"
"ENSMUSG00000057531","Dtnbp1","dystrobrevin binding protein 1 [Source:MGI Symbol;Acc:MGI:2137586]"
"ENSMUSG00000057551","Zfp317","zinc finger protein 317 [Source:MGI Symbol;Acc:MGI:107775]"
"ENSMUSG00000057554","Lgals8","lectin, galactose binding, soluble 8 [Source:MGI Symbol;Acc:MGI:1928481]"
"ENSMUSG00000057594","Arl16","ADP-ribosylation factor-like 16 [Source:MGI Symbol;Acc:MGI:1917567]"
"ENSMUSG00000057649","Brd9","bromodomain containing 9 [Source:MGI Symbol;Acc:MGI:2145317]"
"ENSMUSG00000057726","Serpinb9g","serine (or cysteine) peptidase inhibitor, clade B, member 9g [Source:MGI Symbol;Acc:MGI:1919260]"
"ENSMUSG00000057762","Prp2rt","proteolipid protein 2, retrotransposed [Source:MGI Symbol;Acc:MGI:3646298]"
"ENSMUSG00000057778","Cyb5d2","cytochrome b5 domain containing 2 [Source:MGI Symbol;Acc:MGI:2684848]"
"ENSMUSG00000057842","Zfp595","zinc finger protein 595 [Source:MGI Symbol;Acc:MGI:3040707]"
"ENSMUSG00000057897","Camk2b","calcium/calmodulin-dependent protein kinase II, beta [Source:MGI Symbol;Acc:MGI:88257]"
"ENSMUSG00000057933","Gsta2","glutathione S-transferase, alpha 2 (Yc2) [Source:MGI Symbol;Acc:MGI:95863]"
"ENSMUSG00000057948","Unc13d","unc-13 homolog D [Source:MGI Symbol;Acc:MGI:1917700]"
"ENSMUSG00000057963","Itpk1","inositol 1,3,4-triphosphate 5/6 kinase [Source:MGI Symbol;Acc:MGI:2446159]"
"ENSMUSG00000057967","Fgf18","fibroblast growth factor 18 [Source:MGI Symbol;Acc:MGI:1277980]"
"ENSMUSG00000057969","Sema3b","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:MGI Symbol;Acc:MGI:107561]"
"ENSMUSG00000057982","Zfp809","zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362]"
"ENSMUSG00000058070","Eml1","echinoderm microtubule associated protein like 1 [Source:MGI Symbol;Acc:MGI:1915769]"
"ENSMUSG00000058073","Gm11189","predicted gene 11189 [Source:MGI Symbol;Acc:MGI:3650984]"
"ENSMUSG00000058093","Zfp729b","zinc finger protein 729b [Source:MGI Symbol;Acc:MGI:2145180]"
"ENSMUSG00000058163","Gm5431","predicted gene 5431 [Source:MGI Symbol;Acc:MGI:3645205]"
"ENSMUSG00000058173","Smco4","single-pass membrane protein with coiled-coil domains 4 [Source:MGI Symbol;Acc:MGI:3039636]"
"ENSMUSG00000058192","Zfp846","zinc finger protein 846 [Source:MGI Symbol;Acc:MGI:1924012]"
"ENSMUSG00000058246","Krbox5","KRAB box domain containing 5 [Source:MGI Symbol;Acc:MGI:3645096]"
"ENSMUSG00000058258","Idi1","isopentenyl-diphosphate delta isomerase [Source:MGI Symbol;Acc:MGI:2442264]"
"ENSMUSG00000058331","Zfp85","zinc finger protein 85 [Source:MGI Symbol;Acc:MGI:107767]"
"ENSMUSG00000058385","H2bc8","H2B clustered histone 8 [Source:MGI Symbol;Acc:MGI:2448386]"
"ENSMUSG00000058443","Rpl10-ps3","ribosomal protein L10, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3704336]"
"ENSMUSG00000058444","Map2k5","mitogen-activated protein kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346345]"
"ENSMUSG00000058546","Rpl23a","ribosomal protein L23A [Source:MGI Symbol;Acc:MGI:3040672]"
"ENSMUSG00000058569","Tmed9","transmembrane p24 trafficking protein 9 [Source:MGI Symbol;Acc:MGI:1914761]"
"ENSMUSG00000058587","Tmod3","tropomodulin 3 [Source:MGI Symbol;Acc:MGI:1355315]"
"ENSMUSG00000058672","Tubb2a","tubulin, beta 2A class IIA [Source:MGI Symbol;Acc:MGI:107861]"
"ENSMUSG00000058756","Thra","thyroid hormone receptor alpha [Source:MGI Symbol;Acc:MGI:98742]"
"ENSMUSG00000058773","H1f5","H1.5 linker histone, cluster member [Source:MGI Symbol;Acc:MGI:1861461]"
"ENSMUSG00000058809","Hspd1-ps3","heat shock protein 1 (chaperonin), pseudogene 3 [Source:MGI Symbol;Acc:MGI:3651246]"
"ENSMUSG00000058838","Rps27a-ps2","ribosomal protein S27A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3643614]"
"ENSMUSG00000058900","Rsl1","regulator of sex limited protein 1 [Source:MGI Symbol;Acc:MGI:3044162]"
"ENSMUSG00000058922","Gm10052","predicted pseudogene 10052 [Source:MGI Symbol;Acc:MGI:3704348]"
"ENSMUSG00000059033","Rpl18a-ps1","ribosomal protein L18A, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3647504]"
"ENSMUSG00000059060","Rad51b","RAD51 paralog B [Source:MGI Symbol;Acc:MGI:1099436]"
"ENSMUSG00000059169","Krt40","keratin 40 [Source:MGI Symbol;Acc:MGI:3629968]"
"ENSMUSG00000059183","Mtfmt","mitochondrial methionyl-tRNA formyltransferase [Source:MGI Symbol;Acc:MGI:1916856]"
"ENSMUSG00000059248","Septin9","septin 9 [Source:MGI Symbol;Acc:MGI:1858222]"
"ENSMUSG00000059252","Tpt1-ps5","tumor protein, translationally-controlled, pseudogene 5 [Source:MGI Symbol;Acc:MGI:2664999]"
"ENSMUSG00000059278","Naa38","N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:MGI Symbol;Acc:MGI:1925554]"
"ENSMUSG00000059288","Cdyl","chromodomain protein, Y chromosome-like [Source:MGI Symbol;Acc:MGI:1339956]"
"ENSMUSG00000059301","Ube2frt","ubiquitin-conjugating enzyme E2F (putative), retrotransposed [Source:MGI Symbol;Acc:MGI:3646221]"
"ENSMUSG00000059395","Nkapl","NFKB activating protein-like [Source:MGI Symbol;Acc:MGI:1913957]"
"ENSMUSG00000059422","Gm8116","predicted gene 8116 [Source:MGI Symbol;Acc:MGI:3648797]"
"ENSMUSG00000059436","Max","Max protein [Source:MGI Symbol;Acc:MGI:96921]"
"ENSMUSG00000059439","Bcas3","BCAS3 microtubule associated cell migration factor [Source:MGI Symbol;Acc:MGI:2385848]"
"ENSMUSG00000059474","Mbtd1","mbt domain containing 1 [Source:MGI Symbol;Acc:MGI:2143977]"
"ENSMUSG00000059475","Zfp426","zinc finger protein 426 [Source:MGI Symbol;Acc:MGI:1920248]"
"ENSMUSG00000059495","Arhgef12","Rho guanine nucleotide exchange factor 12 [Source:MGI Symbol;Acc:MGI:1916882]"
"ENSMUSG00000059534","Uqcr10","ubiquinol-cytochrome c reductase, complex III subunit X [Source:MGI Symbol;Acc:MGI:1913402]"
"ENSMUSG00000059552","Trp53","transformation related protein 53 [Source:MGI Symbol;Acc:MGI:98834]"
"ENSMUSG00000059669","Taf1b","TATA-box binding protein associated factor, RNA polymerase I, B [Source:MGI Symbol;Acc:MGI:109577]"
"ENSMUSG00000059706","A830035A12Rik","RIKEN cDNA A830035A12 gene [Source:MGI Symbol;Acc:MGI:3045382]"
"ENSMUSG00000059751","Rps3a3","ribosomal protein S3A3 [Source:MGI Symbol;Acc:MGI:3643406]"
"ENSMUSG00000059796","Eif4a1","eukaryotic translation initiation factor 4A1 [Source:MGI Symbol;Acc:MGI:95303]"
"ENSMUSG00000059820","Nkapd1","NKAP domain containing 1 [Source:MGI Symbol;Acc:MGI:2143205]"
"ENSMUSG00000059830","Gm16380","predicted pseudogene 16380 [Source:MGI Symbol;Acc:MGI:3643564]"
"ENSMUSG00000059839","Zfp874b","zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702]"
"ENSMUSG00000059864","Or2y1g","olfactory receptor family 2 subfamily Y member 1G [Source:MGI Symbol;Acc:MGI:3031227]"
"ENSMUSG00000059890","Ube4a","ubiquitination factor E4A [Source:MGI Symbol;Acc:MGI:2154580]"
"ENSMUSG00000059923","Grb2","growth factor receptor bound protein 2 [Source:MGI Symbol;Acc:MGI:95805]"
"ENSMUSG00000059970","Hspa2","heat shock protein 2 [Source:MGI Symbol;Acc:MGI:96243]"
"ENSMUSG00000059974","Ntm","neurotrimin [Source:MGI Symbol;Acc:MGI:2446259]"
"ENSMUSG00000059995","Atxn7l3","ataxin 7-like 3 [Source:MGI Symbol;Acc:MGI:3036270]"
"ENSMUSG00000060073","Psma3","proteasome subunit alpha 3 [Source:MGI Symbol;Acc:MGI:104883]"
"ENSMUSG00000060093","H4c1","H4 clustered histone 1 [Source:MGI Symbol;Acc:MGI:2448419]"
"ENSMUSG00000060121","Gemin2","gem nuclear organelle associated protein 2 [Source:MGI Symbol;Acc:MGI:1913853]"
"ENSMUSG00000060147","Serpinb6a","serine (or cysteine) peptidase inhibitor, clade B, member 6a [Source:MGI Symbol;Acc:MGI:103123]"
"ENSMUSG00000060176","Kif27","kinesin family member 27 [Source:MGI Symbol;Acc:MGI:1922300]"
"ENSMUSG00000060198","Gm11353","predicted gene 11353 [Source:MGI Symbol;Acc:MGI:3649794]"
"ENSMUSG00000060216","Arrb2","arrestin, beta 2 [Source:MGI Symbol;Acc:MGI:99474]"
"ENSMUSG00000060467","Gm10080","predicted gene 10080 [Source:MGI Symbol;Acc:MGI:3710529]"
"ENSMUSG00000060510","Zfp266","zinc finger protein 266 [Source:MGI Symbol;Acc:MGI:1924769]"
"ENSMUSG00000060566","Rpl21-ps3","ribosomal protein L21, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3646431]"
"ENSMUSG00000060594","Layn","layilin [Source:MGI Symbol;Acc:MGI:2685357]"
"ENSMUSG00000060600","Eno3","enolase 3, beta muscle [Source:MGI Symbol;Acc:MGI:95395]"
"ENSMUSG00000060639","H4c9","H4 clustered histone 9 [Source:MGI Symbol;Acc:MGI:2448432]"
"ENSMUSG00000060647","Gm7099","predicted gene 7099 [Source:MGI Symbol;Acc:MGI:3646387]"
"ENSMUSG00000060678","H4c3","H4 clustered histone 3 [Source:MGI Symbol;Acc:MGI:2448421]"
"ENSMUSG00000060716","Plekhh1","pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 [Source:MGI Symbol;Acc:MGI:2144989]"
"ENSMUSG00000060739","Nsa2","NSA2 ribosome biogenesis homolog [Source:MGI Symbol;Acc:MGI:1913883]"
"ENSMUSG00000060808","B9d1os","B9 protein domain 1, opposite strand [Source:MGI Symbol;Acc:MGI:1920466]"
"ENSMUSG00000060923","Acyp2","acylphosphatase 2, muscle type [Source:MGI Symbol;Acc:MGI:1922822]"
"ENSMUSG00000060938","Rpl26","ribosomal protein L26 [Source:MGI Symbol;Acc:MGI:106022]"
"ENSMUSG00000060950","Trmt61a","tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487]"
"ENSMUSG00000061039","Or8b53","olfactory receptor family 8 subfamily B member 53 [Source:MGI Symbol;Acc:MGI:3030754]"
"ENSMUSG00000061086","Myl4","myosin, light polypeptide 4 [Source:MGI Symbol;Acc:MGI:97267]"
"ENSMUSG00000061111","Mcrip1","MAPK regulated corepressor interacting protein 1 [Source:MGI Symbol;Acc:MGI:2384752]"
"ENSMUSG00000061167","Rpl15-ps3","ribosomal protein L15, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3782952]"
"ENSMUSG00000061306","Slc38a10","solute carrier family 38, member 10 [Source:MGI Symbol;Acc:MGI:1919305]"
"ENSMUSG00000061330","Gm6436","predicted gene 6436 [Source:MGI Symbol;Acc:MGI:3644667]"
"ENSMUSG00000061390","Uba52-ps","ubitquitin A-52 residue ribosomal protein fusion product 1, pseudogene [Source:MGI Symbol;Acc:MGI:3644625]"
"ENSMUSG00000061393","Acvr2b","activin receptor IIB [Source:MGI Symbol;Acc:MGI:87912]"
"ENSMUSG00000061458","Nol10","nucleolar protein 10 [Source:MGI Symbol;Acc:MGI:2684913]"
"ENSMUSG00000061462","Obscn","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:MGI Symbol;Acc:MGI:2681862]"
"ENSMUSG00000061474","Mrps36","mitochondrial ribosomal protein S36 [Source:MGI Symbol;Acc:MGI:1913378]"
"ENSMUSG00000061477","Rps7","ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1333818]"
"ENSMUSG00000061482","H4c4","H4 clustered histone 4 [Source:MGI Symbol;Acc:MGI:2448423]"
"ENSMUSG00000061486","Gm5161","predicted pseudogene 5161 [Source:MGI Symbol;Acc:MGI:3648529]"
"ENSMUSG00000061533","Cep128","centrosomal protein 128 [Source:MGI Symbol;Acc:MGI:1922466]"
"ENSMUSG00000061536","Sec22c","SEC22 homolog C, vesicle trafficking protein [Source:MGI Symbol;Acc:MGI:2447871]"
"ENSMUSG00000061559","Skic8","SKI8 subunit of superkiller complex [Source:MGI Symbol;Acc:MGI:1917493]"
"ENSMUSG00000061603","Akap6","A kinase anchor protein 6 [Source:MGI Symbol;Acc:MGI:3050566]"
"ENSMUSG00000061615","H2ac4","H2A clustered histone 4 [Source:MGI Symbol;Acc:MGI:2448306]"
"ENSMUSG00000061650","Med9","mediator complex subunit 9 [Source:MGI Symbol;Acc:MGI:2183151]"
"ENSMUSG00000061666","Gdpd1","glycerophosphodiester phosphodiesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913819]"
"ENSMUSG00000061669","Rpl34-ps2","ribosomal protein L34, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3648994]"
"ENSMUSG00000061718","Ppp1r1b","protein phosphatase 1, regulatory inhibitor subunit 1B [Source:MGI Symbol;Acc:MGI:94860]"
"ENSMUSG00000061724","Gm2423","predicted gene 2423 [Source:MGI Symbol;Acc:MGI:3805957]"
"ENSMUSG00000061833","Gm6311","predicted gene 6311 [Source:MGI Symbol;Acc:MGI:3644735]"
"ENSMUSG00000061878","Sphk1","sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]"
"ENSMUSG00000061981","Flot2","flotillin 2 [Source:MGI Symbol;Acc:MGI:103309]"
"ENSMUSG00000062115","Rai1","retinoic acid induced 1 [Source:MGI Symbol;Acc:MGI:103291]"
"ENSMUSG00000062151","Unc13c","unc-13 homolog C [Source:MGI Symbol;Acc:MGI:2149021]"
"ENSMUSG00000062198","2700097O09Rik","RIKEN cDNA 2700097O09 gene [Source:MGI Symbol;Acc:MGI:1919908]"
"ENSMUSG00000062248","Cks2","CDC28 protein kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1913447]"
"ENSMUSG00000062257","Opcml","opioid binding protein/cell adhesion molecule-like [Source:MGI Symbol;Acc:MGI:97397]"
"ENSMUSG00000062270","Morf4l1","mortality factor 4 like 1 [Source:MGI Symbol;Acc:MGI:1096551]"
"ENSMUSG00000062309","Rpp25","ribonuclease P/MRP 25 subunit [Source:MGI Symbol;Acc:MGI:2143151]"
"ENSMUSG00000062312","Erbb2","erb-b2 receptor tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95410]"
"ENSMUSG00000062342","Serpinb9e","serine (or cysteine) peptidase inhibitor, clade B, member 9e [Source:MGI Symbol;Acc:MGI:894672]"
"ENSMUSG00000062421","Arf2","ADP-ribosylation factor 2 [Source:MGI Symbol;Acc:MGI:99595]"
"ENSMUSG00000062461","Rpl27a-ps4","ribosomal protein L27A, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3648523]"
"ENSMUSG00000062470","Fbxl12os","F-box and leucine-rich repeat protein 12, opposite strand [Source:MGI Symbol;Acc:MGI:1913912]"
"ENSMUSG00000062563","Cys1","cystin 1 [Source:MGI Symbol;Acc:MGI:2177632]"
"ENSMUSG00000062582","Rpl30-ps8","ribosomal protein L30, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3643509]"
"ENSMUSG00000062737","Prl3d2","prolactin family 3, subfamily d, member 1 [Source:MGI Symbol;Acc:MGI:2660935]"
"ENSMUSG00000062762","Ei24","etoposide induced 2.4 mRNA [Source:MGI Symbol;Acc:MGI:108090]"
"ENSMUSG00000062794","Zfp599","zinc finger protein 599 [Source:MGI Symbol;Acc:MGI:2679006]"
"ENSMUSG00000062822","4833420G17Rik","RIKEN cDNA 4833420G17 gene [Source:MGI Symbol;Acc:MGI:1914642]"
"ENSMUSG00000062825","Actg1","actin, gamma, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:87906]"
"ENSMUSG00000062867","Impdh2","inosine monophosphate dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:109367]"
"ENSMUSG00000062929","Cfl2","cofilin 2, muscle [Source:MGI Symbol;Acc:MGI:101763]"
"ENSMUSG00000062933","Gm10123","predicted pseudogene 10123 [Source:MGI Symbol;Acc:MGI:3704342]"
"ENSMUSG00000063108","Zfp26","zinc finger protein 26 [Source:MGI Symbol;Acc:MGI:99173]"
"ENSMUSG00000063129","Aldoart2","aldolase 1 A, retrogene 2 [Source:MGI Symbol;Acc:MGI:1931052]"
"ENSMUSG00000063130","Calml3","calmodulin-like 3 [Source:MGI Symbol;Acc:MGI:1917655]"
"ENSMUSG00000063166","Gm5449","predicted pseudogene 5449 [Source:MGI Symbol;Acc:MGI:3643792]"
"ENSMUSG00000063193","Cd300lb","CD300 molecule like family member B [Source:MGI Symbol;Acc:MGI:2685099]"
"ENSMUSG00000063200","Nol7","nucleolar protein 7 [Source:MGI Symbol;Acc:MGI:1917328]"
"ENSMUSG00000063316","Rpl27","ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:98036]"
"ENSMUSG00000063382","Bcl9l","B cell CLL/lymphoma 9-like [Source:MGI Symbol;Acc:MGI:1933114]"
"ENSMUSG00000063450","Syne2","spectrin repeat containing, nuclear envelope 2 [Source:MGI Symbol;Acc:MGI:2449316]"
"ENSMUSG00000063488","Zkscan7","zinc finger with KRAB and SCAN domains 7 [Source:MGI Symbol;Acc:MGI:3040678]"
"ENSMUSG00000063564","Col23a1","collagen, type XXIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2653243]"
"ENSMUSG00000063632","Sox11","SRY (sex determining region Y)-box 11 [Source:MGI Symbol;Acc:MGI:98359]"
"ENSMUSG00000063652","Slc22a21","solute carrier family 22 (organic cation transporter), member 21 [Source:MGI Symbol;Acc:MGI:1929481]"
"ENSMUSG00000063849","Ppcdc","phosphopantothenoylcysteine decarboxylase [Source:MGI Symbol;Acc:MGI:1914062]"
"ENSMUSG00000063856","Gpx1","glutathione peroxidase 1 [Source:MGI Symbol;Acc:MGI:104887]"
"ENSMUSG00000063881","Or1e1c","olfactory receptor family 1 subfamily E member 1C [Source:MGI Symbol;Acc:MGI:3030210]"
"ENSMUSG00000063894","Zkscan8","zinc finger with KRAB and SCAN domains 8 [Source:MGI Symbol;Acc:MGI:1913815]"
"ENSMUSG00000064090","Vrk2","vaccinia related kinase 2 [Source:MGI Symbol;Acc:MGI:1917172]"
"ENSMUSG00000064138","Arb2a","ARB2 cotranscriptional regulator A [Source:MGI Symbol;Acc:MGI:1915925]"
"ENSMUSG00000064145","Arih2","ariadne RBR E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1344361]"
"ENSMUSG00000064165","Krt39","keratin 39 [Source:MGI Symbol;Acc:MGI:3588208]"
"ENSMUSG00000064288","H4c12","H4 clustered histone 12 [Source:MGI Symbol;Acc:MGI:2448439]"
"ENSMUSG00000064326","Siva1","SIVA1, apoptosis-inducing factor [Source:MGI Symbol;Acc:MGI:1353606]"
"ENSMUSG00000064380","Gm26448","predicted gene, 26448 [Source:MGI Symbol;Acc:MGI:5456225]"
"ENSMUSG00000064427","Gm22748","predicted gene, 22748 [Source:MGI Symbol;Acc:MGI:5452525]"
"ENSMUSG00000064495","Gm24313","predicted gene, 24313 [Source:MGI Symbol;Acc:MGI:5454090]"
"ENSMUSG00000064658","Gm24166","predicted gene, 24166 [Source:MGI Symbol;Acc:MGI:5453943]"
"ENSMUSG00000064672","Gm22806","predicted gene, 22806 [Source:MGI Symbol;Acc:MGI:5452583]"
"ENSMUSG00000064811","Gm22358","predicted gene, 22358 [Source:MGI Symbol;Acc:MGI:5452135]"
"ENSMUSG00000064901","Snora21","small nucleolar RNA, H/ACA box 21 [Source:MGI Symbol;Acc:MGI:3819493]"
"ENSMUSG00000064917","Snord138","small nucleolar RNA, C/D box 138 [Source:MGI Symbol;Acc:MGI:5452351]"
"ENSMUSG00000064918","Gm22571","predicted gene, 22571 [Source:MGI Symbol;Acc:MGI:5452348]"
"ENSMUSG00000064925","Snora62","small nucleolar RNA, H/ACA box 62 [Source:MGI Symbol;Acc:MGI:2148179]"
"ENSMUSG00000065162","Gm23645","predicted gene, 23645 [Source:MGI Symbol;Acc:MGI:5453422]"
"ENSMUSG00000065246","Gm22297","predicted gene, 22297 [Source:MGI Symbol;Acc:MGI:5452074]"
"ENSMUSG00000065434","Mir7-1","microRNA 7-1 [Source:MGI Symbol;Acc:MGI:3619436]"
"ENSMUSG00000065489","Mir365-2","microRNA 365-2 [Source:MGI Symbol;Acc:MGI:3619372]"
"ENSMUSG00000065513","Mir26a-1","microRNA 26a-1 [Source:MGI Symbol;Acc:MGI:2676900]"
"ENSMUSG00000065591","Gm22753","predicted gene, 22753 [Source:MGI Symbol;Acc:MGI:5452530]"
"ENSMUSG00000065599","Mir23b","microRNA 23b [Source:MGI Symbol;Acc:MGI:2676898]"
"ENSMUSG00000065676","Snord42b","small nucleolar RNA, C/D box 42B [Source:MGI Symbol;Acc:MGI:3819533]"
"ENSMUSG00000065715","Snord7","small nucleolar RNA, C/D box 7 [Source:MGI Symbol;Acc:MGI:3819552]"
"ENSMUSG00000065752","Gm23344","predicted gene, 23344 [Source:MGI Symbol;Acc:MGI:5453121]"
"ENSMUSG00000065843","Gm25186","predicted gene, 25186 [Source:MGI Symbol;Acc:MGI:5454963]"
